Станция,Дата,Сред,Мин,soil_tempСред,soil_tempМакс,soil_tempМин,air_tempСред,air_tempМакс,air_tempМин,pressureНа ур.станц.,pressureНа ур.моря,dew_pointМин,snezhnСт.покр.,"snezhnВысота,см",def_nasСред,def_nasМакс,osadkiСумма,windСред,windМакс. из 8 срок,windАбс.макс.,part_pressСред
Екидин,2019-06-14 00:00:00,61,40,20,35,10,16.7,22.2,11.9,982.6,1020.1199120765451,6.8,0.0,0,8.0,15.1,2.3,5.5,7,14,11.4
Екидин,2019-06-15 00:00:00,52,39,15,22,7,13.6,19.9,7.6,983.2,1020.1199120765451,1.9,0.0,0,7.9,11.8,0.3,4.1,7,12,7.9
Екидин,2019-06-16 00:00:00,51,29,20,43,4,14.8,22.9,5.1,985.7,1020.1199120765451,1.1,0.0,0,9.9,18.8,,2.5,5,10,8.0
Екидин,2019-06-17 00:00:00,44,27,27,49,14,20.4,26.4,14.9,980.5,1020.1199120765451,4.6,0.0,0,14.6,24.0,,5.8,10,15,10.1
Екидин,2019-06-18 00:00:00,47,27,24,46,6,17.2,24.9,7.1,983.2,1020.1199120765451,2.3,0.0,0,12.2,21.9,,3.9,9,14,8.7
Екидин,2019-06-19 00:00:00,44,27,24,45,7,17.3,24.8,8.3,986.6,1020.1199120765451,2.7,0.0,0,12.7,21.7,,2.5,4,8,8.1
Екидин,2019-06-20 00:00:00,38,24,28,45,11,20.4,28.7,12.2,988.5,1020.1199120765451,2.7,0.0,0,16.7,28.9,,2.3,5,8,8.7
Екидин,2019-06-21 00:00:00,40,24,31,50,12,23.8,31.3,12.9,986.2,1020.1199120765451,6.2,0.0,0,19.9,33.5,,3.4,6,11,11.2
Екидин,2019-06-22 00:00:00,39,25,30,50,14,23.6,31.2,14.5,988.1,1020.1199120765451,6.5,0.0,0,19.9,31.5,,3.9,9,16,10.7
Екидин,2019-06-23 00:00:00,40,26,29,50,10,20.5,27.4,11.1,994.5,1020.1199120765451,4.3,0.0,0,16.0,25.9,,3.5,5,11,9.1
Екидин,2019-06-24 00:00:00,37,22,31,53,12,25.5,36.2,13.2,990.8,1020.1199120765451,5.6,0.0,0,24.6,44.1,,4.1,8,14,11.4
Екидин,2019-06-25 00:00:00,36,21,36,58,16,30.1,40.1,17.4,986.4,1020.1199120765451,10.9,0.0,0,32.2,55.8,,4.3,9,16,14.2
Екидин,2019-06-26 00:00:00,41,29,33,52,23,26.9,36.6,23.7,983.3,1020.1199120765451,10.2,0.0,0,21.6,33.2,,5.1,10,15,14.2
Екидин,2019-06-27 00:00:00,47,27,28,50,15,21.8,27,16.1,984.2,1020.1199120765451,6.1,0.0,0,14.8,24.8,0.0,6.0,7,14,11.7
Екидин,2019-06-28 00:00:00,44,28,29,48,13,21.5,27.1,14.2,984.0,1020.1199120765451,5.9,0.0,0,15.5,24.2,,5.3,6,13,10.8
Екидин,2019-06-29 00:00:00,44,29,28,49,13,21.8,29.1,14.4,987.1,1020.1199120765451,7.4,0.0,0,16.3,27.3,,6.0,8,18,10.9
Екидин,2019-06-30 00:00:00,39,22,32,55,15,25.2,35.3,15.9,985.3,1020.1199120765451,8.1,0.0,0,22.7,42.2,,7.6,10,17,11.7
Екидин,2019-07-01 00:00:00,40,23,28,38,19*,27.7,38.2,20.0,979.6,1020.1199120765451,*  9.9,0.0,0,24.8,50.5,3.5,6.9,11,16,14.2
Екидин,2019-07-02 00:00:00,59,43,22,27,18,22.8,28.4,18.5,993.8296683673469,1020.1199120765451,12.1,0.0,0,12.0,21.6,7.2,7.9,14,22,16.0
Екидин,2019-07-03 00:00:00,74,58,16,21,12,17.1,22.6,13.0,978.8,1020.1199120765451,9.4,0.0,0,5.6,10.3,4.9,6.8,11,16,14.3
Екидин,2019-07-04 00:00:00,55,32,25,41,13,22.7,30.8,14.8,981.8,1020.1199120765451,10.7,0.0,0,15.0,28.9,,4.3,8,14,14.2
Екидин,2019-07-05 00:00:00,46,30,29,50,14,24.4,31.1,15.2,984.1,1020.1199120765451,9,0.0,0,18.7,30.3,,1.0,3,11,13.3
Екидин,2019-07-06 00:00:00,41,26,30,48,17,26.5,34.1,18.1,979.3,1020.1199120765451,8.9,0.0,0,22.5,36.2,,5.5,7,14,13.5
Екидин,2019-07-07 00:00:00,47,32,27,42,13,23.2,30.4,14.3,983.3,1020.1199120765451,9.2,0.0,0,16.8,28.1,,3.3,7,13,12.8
Екидин,2019-07-08 00:00:00,39,23,31,52,16,25.9,34.1,16.9,982.1,1020.1199120765451,9.2,0.0,0,22.9,39.3,,2.8,4,9,12.3
Екидин,2019-07-09 00:00:00,40,26,31,49,16,26.1,33,16.8,983.5,1020.1199120765451,9,0.0,0,22.3,35.7,,4.5,7,11,12.9
Екидин,2019-07-10 00:00:00,39,25,33,52,16,26,34.1,16.6,986.2,1020.1199120765451,8.9,0.0,0,23.0,37.4,,2.4,5,10,12.3
Екидин,2019-07-11 00:00:00,35,23,36,58,20,29.7,37.5,20.7,993.8296683673469,1020.1199120765451,9.4,0.0,0,30.1,46.7,,3.4,8,11,13.8
Екидин,2019-07-12 00:00:00,33,23,37,56,24,32,39.6,25.3,993.8296683673469,1020.1199120765451,12.1,0.0,0,34.0,52.8,,2.9,6,12,15.2
Екидин,2019-07-13 00:00:00,34,24,35,53,20,30.5,38,21.8,983.5,1020.1199120765451,10.6,0.0,0,31.2,48.2,,4.5,8,14,14.1
Екидин,2019-07-14 00:00:00,33,22,36,53,21,30.3,37.9,21.7,982.6,1020.1199120765451,9.8,0.0,0,31.3,48.8,,4.6,7,14,13.6
Екидин,2019-07-15 00:00:00,33,23,37,58,23,32.3,40.6,24.2,980.1,1020.1199120765451,10.3,0.0,0,35.5,56.8,,5.5,9,12,15.4
Екидин,2019-07-16 00:00:00,36,23,34,52,22,28.2,38.4,23.1,980.3,1020.1199120765451,8.9,0.0,0,25.6,39.2,,5.6,7,12,13.3
Екидин,2019-07-17 00:00:00,39,25,31,52,15,25.5,33.9,16.0,985.2,1020.1199120765451,8.2,0.0,0,22.4,39.0,,5.0,8,13,12.1
Екидин,2019-07-18 00:00:00,37,23,33,53,18,27.3,35,18.6,986.0,1020.1199120765451,9.5,0.0,0,25.1,41.3,,3.9,6,10,12.8
Екидин,2019-07-19 00:00:00,35,23,34,55,19,28.3,36.2,19.5,986.7,1020.1199120765451,7.6,0.0,0,27.6,44.4,,5.3,9,16,12.8
Екидин,2019-07-20 00:00:00,38,22,35,56,19,29.9,38,19.9,986.0,1020.1199120765451,11.8,0.0,0,29.5,49.4,,3.5,9,14,14.9
Екидин,2019-07-21 00:00:00,34,22,37,56,25,32.1,38.7,26.7,980.4,1020.1199120765451,11.7,0.0,0,33.3,49.1,,8.4,10,18,15.5
Екидин,2019-07-22 00:00:00,41,28,29,42,17,25.5,33.6,17.7,984.1,1020.1199120765451,9,0.0,0,20.6,32.0,,6.8,9,16,12.9
Екидин,2019-07-23 00:00:00,43,28,27,40,18,24.1,29.6,18.9,983.7,1020.1199120765451,8.5,0.0,0,18.3,28.3,,2.3,5,9,12.4
Екидин,2019-07-24 00:00:00,41,26,29,49,15,23.9,31.5,16.2,983.0,1020.1199120765451,8.1,0.0,0,19.5,32.2,,2.5,5,11,11.5
Екидин,2019-07-25 00:00:00,44,25,29,44,15,23.8,30.4,15.8,986.3,1020.1199120765451,8.1,0.0,0,18.5,31.9,,2.6,6,11,12.2
Екидин,2019-07-26 00:00:00,46,30,26,41,15,21.8,28,16.1,986.5,1011.0,7.8,0.0,0,14.9,24.2,,4.6,7,12,11.7
Екидин,2019-07-27 00:00:00,40,24,30,50,14,24.2,32.9,15.2,983.2,1007.5,7.1,0.0,0,20.6,35.9,,3.9,5,12,11.4
Екидин,2019-07-28 00:00:00,39,28,31,44,22,28.1,34,23.0,975.5,999.3,10.9,0.0,0,24.0,36.4,,6.5,9,14,14.5
Екидин,2019-07-29 00:00:00,57,38,28,44,18,24.8,30.6,19.0,993.8296683673469,1020.1199120765451,14.1,0.0,0,14.9,26.6,8.4,6.0,11,16,17.2
Екидин,2019-07-30 00:00:00,43,24,32,54,18,25.7,33.1,18.6,979.7,1003.8,9,0.0,0,20.9,36.3,,2.5,5,11,13.2
Екидин,2019-07-31 00:00:00,40,23,31,52,17,27.7,35.6,17.5,979.6,1003.5,9.9,0.0,0,25.6,42.7,,1.6,2,8,13.7
Екидин,2019-08-01 00:00:00,45,27,29,46,21*,26.8,36.3,21.8,993.8296683673469,1020.1199120765451,* 10.9,0.0,0,20.7,37.9,2.1,4.5,10,24,15.7
Екидин,2019-08-02 00:00:00,54,31,20,36,11,18.8,23.8,12.7,974.3,998.9,4.8,0.0,0,10.7,19.6,10.1,6.9,10,16,11.5
Екидин,2019-08-03 00:00:00,45,26,23,40,10,19.8,28.1,12.2,979.1,1003.7,5.1,0.0,0,14.5,27.0,,4.3,7,12,9.8
Екидин,2019-08-04 00:00:00,49,29,28,48,17,23,30.2,17.5,980.6,1004.9,8.9,0.0,0,16.0,27.6,,2.5,5,13,13.0
Екидин,2019-08-05 00:00:00,44,24,29,53,13,24.3,34.4,14.0,983.2,1007.5,8.5,0.0,0,20.6,40.2,,2.3,4,14,12.3
Екидин,2019-08-06 00:00:00,38,22,33,56,16,27.3,37.8,16.9,981.5,1005.5,8.1,0.0,0,25.4,47.6,,4.0,7,16,13.0
Екидин,2019-08-07 00:00:00,47,31,29,48,17,23.3,28.9,17.5,987.1,1011.6,8.9,0.0,0,15.9,25.9,0.0,3.6,5,10,13.1
Екидин,2019-08-08 00:00:00,42,28,25,41,13,20.6,25.7,13.8,989.0,1013.7,5.3,0.0,0,15.0,23.3,,3.9,7,14,9.8
Екидин,2019-08-09 00:00:00,46,31,25,42,11,20.1,27.2,12.0,989.6,1014.4,5.1,0.0,0,14.2,23.3,,3.4,7,14,10.5
Екидин,2019-08-10 00:00:00,45,27,28,51,12,23.8,33.5,12.9,990.7,1015.2,6.5,0.0,0,19.5,36.5,,1.9,4,9,12.6
Екидин,2019-08-11 00:00:00,41,27,32,55,14,26.4,35,15.3,986.2,1010.4,8.1,0.0,0,23.3,38.8,,2.4,4,11,13.6
Екидин,2019-08-12 00:00:00,39,22,29,45,21,27.7,35,22.2,975.2,999.0,9.8,0.0,0,24.3,41.7,,7.3,10,14,13.8
Екидин,2019-08-13 00:00:00,59,45,22,31,16,20,27.6,16.5,976.4,1000.9,9.8,0.0,0,9.9,14.8,7.1,5.1,8,15,13.6
Екидин,2019-08-14 00:00:00,61,40,19,30,13,17.3,20.9,14.0,982.2,1007.1,6.2,0.0,0,8.2,14.2,0.7,3.5,7,12,11.8
Екидин,2019-08-15 00:00:00,51,35,22,40,10,17.9,24.2,11.0,985.2,1010.0,5.8,0.0,0,11.2,18.4,,3.0,6,10,10.2
Екидин,2019-08-16 00:00:00,51,32,25,42,14,20.7,27.9,14.9,987.7,1012.4,8.9,0.0,0,13.1,24.5,,3.1,5,12,12.0
Екидин,2019-08-17 00:00:00,49,31,26,44,12,21.4,29.4,13.2,991.0,1015.7,7.8,0.0,0,15.1,27.2,,3.3,6,11,11.9
Екидин,2019-08-18 00:00:00,47,29,27,45,13,23.1,31.8,14.1,994.4,1019.1,8.4,0.0,0,17.4,32.0,,2.9,6,11,12.7
Екидин,2019-08-19 00:00:00,41,23,30,51,15,25.8,35.2,16.3,997.3,1021.8,9,0.0,0,22.8,41.1,,2.5,5,10,12.8
Екидин,2019-08-20 00:00:00,46,27,30,48,18,25.1,30.4,19.3,996.7,1021.3,8.4,0.0,0,18.5,30.0,,4.0,6,10,14.0
Екидин,2019-08-21 00:00:00,46,29,26,43,16,25.1,34.2,17.3,989.1,1013.5,9.3,0.0,0,19.6,36.4,1.8,4.1,6,16,14.0
Екидин,2019-08-22 00:00:00,52,35,24,40,13,19.2,27.3,14.3,990.0,1014.8,5.9,0.0,0,11.3,18.1,,6.0,8,16,11.3
Екидин,2019-08-23 00:00:00,51,31,25,45,11,18.7,26.2,12.1,995.8,1020.8,6.8,0.0,0,12.0,22.3,,2.6,6,11,10.5
Екидин,2019-08-24 00:00:00,48,29,27,50,10,20.5,29.7,11.3,996.4,1021.3,5.8,0.0,0,15.0,28.7,,1.4,3,6,10.9
Екидин,2019-08-25 00:00:00,43,24,28,51,12,23.2,33.1,13.3,992.6,1017.2,6.1,0.0,0,19.4,37.4,,1.0,3,8,11.5
Екидин,2019-08-26 00:00:00,46,29,28,48,12,23.7,34.5,13.2,986.0,1010.4,6.4,0.0,0,18.8,37.3,0.0,4.8,9,17,12.9
Екидин,2019-08-27 00:00:00,52,34,23,40,11,16.9,25.3,12.3,989.2,1014.3,4,0.0,0,9.7,15.6,,3.4,5,12,9.8
Екидин,2019-08-28 00:00:00,48,26,23,48,6,16.2,26.6,7.1,988.7,1013.8,1.5,0.0,0,11.9,24.5,,1.3,3,8,8.3
Екидин,2019-08-29 00:00:00,52,47,19,34,14,17.9,23.8,15.0,975.8,1000.4,5.8,0.0,0,10.1,15.1,2.8,5.8,10,19,10.6
Екидин,2019-08-30 00:00:00,65,57,13,21,10,12.5,15.1,10.9,976.8,1001.9,5.1,0.0,0,5.1,6.7,0.4,8.9,12,19,9.4
Екидин,2019-08-31 00:00:00,63,49,10,15,6,9.6,13.2,7.3,981.8,1007.3,1.5,0.0,0,4.5,7.3,1.8,5.9,8,13,7.5
Екидин,2019-09-01 00:00:00,67,50,12,25,2,10,16.5,2.5,986.0,1011.6,-1,0.0,0,4.5,9.1,3.9,2.9,6,14,8.3
Екидин,2019-09-02 00:00:00,63,41,12,21,4,10.4,16.4,5.0,986.5,1012.1,1.6,0.0,0,5.3,10.5,0.7,4.0,6,10,7.6
Екидин,2019-09-03 00:00:00,63,42,13,26,5,12.1,18.6,6.4,986.8,1012.2,1.5,0.0,0,5.8,12.0,0.5,2.1,5,8,8.8
Екидин,2019-09-04 00:00:00,71,43,13,30,4,11.6,19.6,4.8,986.0,1011.4,2.2,0.0,0,4.8,12.6,2.8,1.9,5,14,9.5
Екидин,2019-09-05 00:00:00,85,76,12,14,10,11.7,13.3,10.9,979.5,1004.8,8.2,0.0,0,2.2,3.4,9.2,3.9,7,10,11.6
Екидин,2019-09-06 00:00:00,82,77,11,12,9,10.7,12.3,9.8,993.8296683673469,1020.1199120765451,7,0.0,0,2.4,3.2,8.0,6.6,8,14,10.5
Екидин,2019-09-07 00:00:00,76,72,13,23,9,11.6,14.6,9.5,993.8296683673469,1020.1199120765451,6.1,0.0,0,3.4,4.2,0.7,3.3,5,8,10.4
Екидин,2019-09-08 00:00:00,79,70,11,18,7,10.8,14.5,8.0,990.5,1016.1,4.8,0.0,0,2.9,4.8,4.3,2.3,6,12,10.2
Екидин,2019-09-09 00:00:00,81,69,12,18,8,11.4,14.1,9.2,991.0,1016.6,7.6,0.0,0,2.6,4.9,8.2,2.6,5,10,10.9
Екидин,2019-09-10 00:00:00,71,52,14,25,7,13,19.3,7.3,996.6,1022.1,5.8,0.0,0,4.9,10.2,,1.9,4,8,10.5
Екидин,2019-09-11 00:00:00,67,48,15,24,8,14,19.7,9.2,1002.7,1028.4,6.2,0.0,0,5.9,11.5,,2.6,4,8,10.5
Екидин,2019-09-12 00:00:00,65,45,15,28,6,13.5,19.9,6.7,1004.4,1030.1,4,0.0,0,6.3,12.2,,1.0,4,7,9.9
Екидин,2019-09-13 00:00:00,62,36,16,32,5,14.6,23.1,6.7,999.4,1024.9,4.2,0.0,0,8.1,17.5,,1.8,4,8,9.7
Екидин,2019-09-14 00:00:00,59,32,18,34,8,15.9,23.8,8.7,996.2,1021.5,5.8,0.0,0,9.3,19.7,,2.3,4,8,9.8
Екидин,2019-09-15 00:00:00,55,34,19,36,8,16.7,24.6,9.0,993.5,1018.7,5.3,0.0,0,10.3,19.5,,2.1,4,8,9.9
Екидин,2019-09-16 00:00:00,57,33,17,33,9,16,25.2,9.5,990.0,1015.2,6.1,0.0,0,9.6,20.4,,2.6,5,14,9.7
Екидин,2019-09-17 00:00:00,52,33,19,31,11,18.1,25,11.8,989.9,1014.9,5.6,0.0,0,11.2,20.3,,3.8,9,16,10.3
Екидин,2019-09-18 00:00:00,51,41,16,20,12,16.7,20.4,13.3,988.6,1013.7,4.5,0.0,0,9.6,13.5,,4.1,7,10,9.6
Екидин,2019-09-19 00:00:00,52,33,21,36,11,19.2,27.3,11.1,985.4,1010.2,7.7,0.0,0,12.2,22.7,,4.4,6,13,11.0
Екидин,2019-09-20 00:00:00,52,34,18,31,9,15.6,19.7,9.9,992.1,1017.4,2.9,0.0,0,9.0,14.5,,3.4,6,11,9.0
Екидин,2019-09-21 00:00:00,54,32,16,34,4,15.1,27.6,5.3,991.0,1016.3,1.4,0.0,0,10.5,24.7,,3.0,7,10,8.9
Екидин,2019-09-22 00:00:00,65,39,17,27,10,16.1,22.6,10.6,977.8,1002.6,7.4,0.0,0,7.1,16.1,8.3,5.4,7,16,11.7
Екидин,2019-09-23 00:00:00,66,41,10,16,4,10.2,15.4,4.6,988.6,1014.2,2.1,0.0,0,5.1,10.2,,8.5,16,22,7.8
Екидин,2019-09-24 00:00:00,63,41,11,20,5,9.3,15.1,5.5,991.8,1017.6,-0.5,0.0,0,4.8,9.7,1.7,5.1,12,18,7.1
Екидин,2019-09-25 00:00:00,63,32,10,33,-1,6.6,14.4,-0.2,993.8296683673469,1020.1199120765451,-2.7,0.0,0,4.7,10.8,,0.8,2,5,5.62
Екидин,2019-09-26 00:00:00,61,40,13,32,4,10.1,15.5,4.8,994.9,1020.7,1.3,0.0,0,5.4,10.0,0.5,2.5,4,6,7.2
Екидин,2019-09-27 00:00:00,79,60,8,14,6,8.9,11.6,7.4,988.1,1013.8,2.1,0.0,0,2.5,5.3,16.3,3.4,6,10,8.9
Екидин,2019-09-28 00:00:00,70,49,7,18,0,6.1,12.3,0.7,990.3,1016.3,-1.4,0.0,0,3.4,6.9,,3.1,6,9,6.39
Екидин,2019-09-29 00:00:00,66,46,7,14,2,6.7,9.5,3.1,990.4,1016.5,-2.5,0.0,0,3.5,6.1,,3.3,4,8,6.38
Екидин,2019-09-30 00:00:00,70,47,5,22,-2,3.1,9.6,-1.2,999.2,1025.8,-4.3,0.0,0,2.6,5.8,,1.0,3,5,5.21
Екидин,2019-10-01 00:00:00,69,40,6,21,-2,4.3,11.9,-0.7,1002.4,1028.9,-2.5,0.0,0,3.3,8.3,,3.1,4,11,5.4
Екидин,2019-10-02 00:00:00,55,30,9,25,-1,7.3,15.5,-0.2,1002.6,1028.8,-3.6,0.0,0,5.7,11.8,,4.0,7,9,5.14
Екидин,2019-10-03 00:00:00,60,30,9,30,-1,7.5,18,-0.1,1002.1,1028.3,-3,0.0,0,5.4,13.6,,1.5,4,6,5.79
Екидин,2019-10-04 00:00:00,63,30,9,28,-2,7.7,18.6,-1.3,1002.0,1028.2,-2.7,0.0,0,5.6,14.6,,0.9,3,5,6.14
Екидин,2019-10-05 00:00:00,63,29,11,30,0,9.6,21.7,1.1,1000.6,1026.6,-0.8,0.0,0,6.5,17.8,,1.5,4,6,6.84
Екидин,2019-10-06 00:00:00,55,28,12,30,0,11.4,24.2,0.6,996.0,1021.7,-1.9,0.0,0,8.4,21.0,,2.5,5,7,6.9
Екидин,2019-10-07 00:00:00,53,25,13,31,0,12.7,25.6,0.4,991.9,1017.4,-0.8,0.0,0,9.8,22.8,,1.8,3,8,6.9
Екидин,2019-10-08 00:00:00,59,35,13,33,1,11.8,24.1,1.3,993.8296683673469,1020.1199120765451,-1.2,0.0,0,7.7,18.6,,0.9,1,6,8.0
Екидин,2019-10-09 00:00:00,61,29,12,32,2,11.5,23.2,3.1,995.5,1021.3,0.9,0.0,0,7.7,19.8,,1.8,3,6,7.5
Екидин,2019-10-10 00:00:00,50,29,12,20,5,12.3,20.4,6.1,989.1,1014.6,-0.2,0.0,0,8.3,16.3,,3.6,6,13,6.8
Екидин,2019-10-11 00:00:00,76,59,6,10,4,6.8,10.7,5.1,994.4,1020.5,1.5,0.0,0,2.5,5.1,2.3,5.9,8,14,7.44
Екидин,2019-10-12 00:00:00,74,49,7,20,0,6,13.3,0.3,1001.4,1027.7,-1.7,0.0,0,2.9,7.7,,0.9,2,5,6.81
Екидин,2019-10-13 00:00:00,67,46,10,22,4,11,17.9,5.6,996.8,1022.6,3.2,0.0,0,5.1,10.1,,4.3,6,10,8.5
Екидин,2019-10-14 00:00:00,71,47,10,17,5,9.7,14.4,5.7,990.2,1016.0,2.1,0.0,0,3.8,8.0,4.7,5.3,11,18,8.4
Екидин,2019-10-15 00:00:00,74,57,9,14,4,9.2,12.7,5.1,993.4,1019.2,2.7,0.0,0,3.3,6.0,0.7,5.9,9,14,8.5
Екидин,2019-10-16 00:00:00,75,56,10,12,7,10.7,13.1,8.3,987.6,1013.1,3.4,0.0,0,3.2,6.2,4.7,7.3,10,16,9.7
Екидин,2019-10-17 00:00:00,75,59,4,8,0,4,8.4,1.3,998.8,1025.3,-1.2,0.0,0,2.1,3.93,,3.3,4,9,6.08
Екидин,2019-10-18 00:00:00,70,53,3,9,-2,3.7,9.9,-1.1,1003.0,1029.6,-3.6,0.0,0,2.7,5.5,,4.6,8,14,5.46
Екидин,2019-10-19 00:00:00,60,39,6,15,-1,7.1,14.1,1.1,995.6,1021.7,-1.9,0.0,0,4.6,9.5,,5.9,8,12,5.81
Екидин,2019-10-20 00:00:00,68,54,3,10,-1,2.8,7.3,-0.5,1000.4,1027.0,-6.1,0.0,0,2.5,3.66,,6.5,9,14,5.08
Екидин,2019-10-21 00:00:00,61,35,0,12,-6,-0.2,7.4,-5.4,1007.5,1034.7,-8.5,0.0,0,2.8,6.39,,3.1,4,8,3.48
Екидин,2019-10-22 00:00:00,65,35,0,14,-8,-0.5,8.3,-7.6,1005.0,1032.0,-8.8,0.0,0,2.7,6.7,,3.1,4,7,3.57
Екидин,2019-10-23 00:00:00,61,35,1,13,-6,1.3,9.9,-5.3,999.3,1026.1,-7.7,0.0,0,3.3,7.3,,3.4,6,10,3.85
Екидин,2019-10-24 00:00:00,52,44,8,16,2,8.3,14.6,3.4,996.0,1022.0,-4.1,0.0,0,5.4,8.8,,5.6,8,14,5.83
Екидин,2019-10-25 00:00:00,75,52,9,14,4,9.6,13.1,6.0,998.6,1024.5,3,0.0,0,3.2,7.0,,2.8,5,9,8.9
Екидин,2019-10-26 00:00:00,77,58,10,17,7,10.8,15.4,8.6,998.8,1024.7,6.1,0.0,0,3.2,7.1,,2.5,4,9,9.8
Екидин,2019-10-27 00:00:00,66,36,9,20,2,9.3,16.6,3.6,995.5,1021.4,-0.5,0.0,0,4.7,11.4,,4.4,8,13,7.4
Екидин,2019-10-28 00:00:00,58,40,11,17,6,11.7,16.4,7.4,988.7,1014.2,0.9,0.0,0,6.2,10.6,0.0,9.0,14,20,7.8
Екидин,2019-10-29 00:00:00,45,34,10,18,6,11.1,16.9,6.6,992.2,1017.9,-2,0.0,0,7.6,12.1,,6.3,8,14,5.8
Екидин,2019-10-30 00:00:00,56,32,9,22,1,9.8,18.9,2.4,989.5,1015.1,-1.1,0.0,0,6.5,14.6,,2.5,5,7,6.4
Екидин,2019-10-31 00:00:00,64,36,7,18,0,7.6,16,0.6,982.0,1007.7,-1,0.0,0,4.7,11.0,,4.0,8,14,6.32
Екидин,2019-11-01 00:00:00,64,47,1,8,-3,0.9,9.4,-2.6,990.4,1016.9,-9.3,0.0,0,2.4,3.4,,6.3,8,14,4.28
Екидин,2019-11-02 00:00:00,62,51,0,6,-4,-0.7,2.5,-3.2,1001.6,1028.6,-8.1,0.0,0,2.3,3.36,,2.5,4,6,3.56
Екидин,2019-11-03 00:00:00,60,46,0,3,-5,0.4,3.6,-3.8,997.9,1024.7,-8,0.0,0,2.7,3.92,,4.6,9,14,3.7
Екидин,2019-11-04 00:00:00,81,72,1,3,-2,1.1,3.6,-0.9,989.0,1015.5,-3.6,0.0,0,1.2,1.88,7.0,4.5,7,13,5.38
Екидин,2019-11-05 00:00:00,77,75,-3,0,-7,-2.5,-0.7,-5.6,1002.3,1029.5,-9.3,4.0,0,1.2,1.43,0.2,3.9,5,9,3.92
Екидин,2019-11-06 00:00:00,66,54,-1,3,-3,-0.4,2.5,-2.1,1003.7,1030.8,-6.8,0.0,0,2.1,3.28,,4.9,6,9,3.87
Екидин,2019-11-07 00:00:00,70,52,0,7,-5,0.5,6,-4.1,1003.3,1030.2,-6.1,0.0,0,2.1,4.2,,4.9,7,11,4.37
Екидин,2019-11-08 00:00:00,65,52,1,8,-3,2.4,7.4,-1.5,1001.3,1028.0,-5,0.0,0,2.7,4.9,,6.5,8,14,4.68
Екидин,2019-11-09 00:00:00,69,55,3,10,0,4.1,9,1.2,997.7,1024.1,-4.7,0.0,0,2.7,5.0,0.8,6.5,9,15,5.66
Екидин,2019-11-10 00:00:00,73,59,-1,2,-6,-1.4,3.2,-4.7,1005.0,1032.2,-8.8,0.0,0,1.5,2.55,,5.1,9,15,4.03
Екидин,2019-11-11 00:00:00,71,49,-5,5,-11,-4.1,3.2,-9.8,1012.9,1040.6,-12.3,0.0,0,1.6,3.84,,2.5,4,7,3.17
Екидин,2019-11-12 00:00:00,69,41,-3,7,-9,-2.5,6.5,-8.3,1007.9,1035.3,-10.9,0.0,0,2.0,5.48,,3.5,7,10,3.42
Екидин,2019-11-13 00:00:00,70,42,-2,8,-7,-0.8,7,-5.8,999.0,1026.0,-7.9,0.0,0,2.1,5.52,,4.6,8,10,3.89
Екидин,2019-11-14 00:00:00,80,75,-1,3,-4,-0.7,1.5,-3.1,995.8,1022.7,-5.7,4.0,0,1.2,1.61,0.0,2.8,7,10,4.67
Екидин,2019-11-15 00:00:00,66,52,-5,-1,-7,-4.6,-1,-6.3,1010.4,1038.1,-11.2,0.0,0,1.5,2.4,,4.9,7,11,2.86
Екидин,2019-11-16 00:00:00,51,41,-3,4,-6,-3,1.6,-5.3,1013.7,1041.3,-13,0.0,0,2.5,3.92,,3.8,7,9,2.47
Екидин,2019-11-17 00:00:00,60,38,-5,5,-11,-4.6,2.8,-10.2,1008.8,1036.4,-13.3,0.0,0,2.1,4.53,,3.6,8,11,2.47
Екидин,2019-11-18 00:00:00,70,60,-3,4,-7,-3,1.5,-6.3,1000.3,1027.5,-9.9,0.0,0,1.5,2.58,,3.6,5,8,3.43
Екидин,2019-11-19 00:00:00,78,68,-7,-3,-19,-6.4,-2,-18.1,997.6,1025.1,-22.1,7.0,0,0.82,1.11,1.1,3.9,6,10,3.2
Екидин,2019-11-20 00:00:00,68,60,-22,-13,-27,-21.7,-16.7,-25.7,1006.9,1036.4,-29.5,10.0,1,0.38,0.64,,2.9,5,8,0.73
Екидин,2019-11-21 00:00:00,68,58,-21,-11,-27,-21.3,-14.7,-25.5,1013.6,1043.2,-28.5,10.0,1,0.39,0.75,,3.0,4,9,0.79
Екидин,2019-11-22 00:00:00,67,52,-20,-7,-26,-19.1,-9.3,-25.2,1012.3,1041.6,-28.5,10.0,1,0.57,1.38,,0.6,2,4,0.95
Екидин,2019-11-23 00:00:00,69,50,-17,-2,-23,-16.9,-6.5,-22.3,1008.9,1037.9,-25.4,10.0,1,0.67,1.81,,0.6,2,3,1.16
Екидин,2019-11-24 00:00:00,75,68,-12,-6,-20,-11.3,-7,-18.5,1003.5,1031.7,-21.4,10.0,1,0.7,1.03,0.3,3.0,6,9,1.97
Екидин,2019-11-25 00:00:00,85,82,-8,-5,-10,-7.1,-4.6,-8.8,1003.5,1031.3,-10.7,10.0,3,0.55,0.73,1.4,3.0,4,5,3.06
Екидин,2019-11-26 00:00:00,81,77,-11,-6,-14,-10.8,-4.7,-15.1,1006.5,1034.7,-17.7,10.0,5,0.5,0.73,1.6,1.9,3,6,2.24
